run_id,model,outcome,sample_id,f_name,f_space,z_kind,axis_names,delta_shape,metric_value,delta_abs_max,delta_mean,delta_std,valid_ratio,outcome_bin,delta_numel,delta_ndim,baseline,annotation_key,annotation_found,annotation_is_problem,problem_description,prompt_text,primary_bucket,secondary_buckets,source_split,annotation_role,annotation_updated,failure_factor,annotation_trace_consistent
20260528_182842_molingo_success_089_sample_trace,MoLingo,success,hml_orig100_test_010__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.002409154546636,3.9335546493530273,-0.00012350598990451545,0.6390488743782043,0.3877551020408163,0,50176,3,molingo,hml_orig100_test_010__full::molingo,True,False,,a person jumps on the spot twice.,jump_kick,,test,human_diagnostic_problem_description,2026-05-27T00:09:02,,True
20260528_182842_molingo_success_090_sample_trace,MoLingo,success,hml_orig100_test_011__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.140261203186377,3.932086229324341,-9.338557720184326e-05,0.7822389006614685,0.4489795918367347,0,50176,3,molingo,hml_orig100_test_011__full::molingo,True,False,,the person is moving around both arms.,upper_body_gesture,,test,human_diagnostic_problem_description,2026-05-27T00:09:10,,True
20260528_182842_molingo_success_091_sample_trace,MoLingo,success,hml_orig100_test_012__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1478663331144578,3.9088335037231445,9.04855114640668e-05,1.0612083673477173,0.8163265306122449,0,50176,3,molingo,hml_orig100_test_012__full::molingo,True,False,,a person twists to the left and picks something up with their left hand.,upper_body_gesture,,test,human_diagnostic_problem_description,2026-05-27T00:10:34,,True
20260528_182842_molingo_success_092_sample_trace,MoLingo,success,hml_orig100_test_013__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.188327526281772,5.2153401374816895,0.00022240597172640264,1.2147362232208252,1.0,0,50176,3,molingo,hml_orig100_test_013__full::molingo,True,False,,"a person lowers the right hand bending down slightly to examine something, then straightens and raises something to his face with the left hand.",object_interaction,,test,human_diagnostic_problem_description,2026-05-27T00:12:54,,True
20260528_182842_molingo_success_093_sample_trace,MoLingo,success,hml_orig100_test_014__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.054604347614042,3.889636754989624,-0.00012907625932712108,0.7712079882621765,0.5102040816326531,0,50176,3,molingo,hml_orig100_test_014__full::molingo,True,False,,the sim is jogging in place.,object_interaction,,test,human_diagnostic_problem_description,2026-05-27T00:13:09,,True
20260528_182842_molingo_success_094_sample_trace,MoLingo,success,hml_orig100_test_015__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.1302555413226845,4.197802543640137,9.667394806456286e-06,1.0050907135009766,0.7551020408163265,0,50176,3,molingo,hml_orig100_test_015__full::molingo,True,False,,a person starts slowly walking forward and then jogs some before coming to a stop.,count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:13:52,,True
20260528_182842_molingo_success_095_sample_trace,MoLingo,success,hml_orig100_test_016__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.3082176348576637,4.837592124938965,3.1899508030619472e-06,1.337290644645691,1.0,0,50176,3,molingo,hml_orig100_test_016__full::molingo,True,False,,"a person walks up to shake with their left hand, turns slightly left to shake again, and turns left again to shake for a final time.",count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:16:14,,True
20260528_182842_molingo_success_096_sample_trace,MoLingo,success,hml_orig100_test_017__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.0998190230273508,4.814230918884277,-0.00017945730360224843,1.1019705533981323,0.9591836734693877,0,50176,3,molingo,hml_orig100_test_017__full::molingo,True,False,,a person sits in a  chair then stands back up.,multi_action_composition,,test,human_diagnostic_problem_description,2026-05-27T00:16:24,,True
20260528_182842_molingo_success_097_sample_trace,MoLingo,success,hml_orig100_test_018__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.2992852934759984,5.3012542724609375,-0.0003410431672818959,1.3281598091125488,1.0,0,50176,3,molingo,hml_orig100_test_018__full::molingo,True,False,,a man lifts each knee to his elbow multiple times and then does a squat.,multi_action_composition,,test,human_diagnostic_problem_description,2026-05-27T00:16:56,,True
20260528_182842_molingo_success_098_sample_trace,MoLingo,success,hml_orig100_test_019__full,hidden_state,latent_transformer_z,latent_ar_state,"['batch', 'latent_token', 'hidden_dim']","[1, 49, 1024]",1.137068992512639,5.194469451904297,6.122438935562968e-05,0.7437108159065247,0.40816326530612246,0,50176,3,molingo,hml_orig100_test_019__full::molingo,True,False,,"a man steps forward, lifts his arms then bends and stretches them.",dance_exercise,,test,human_diagnostic_problem_description,2026-05-27T00:19:24,,True
20260528_182842_momask_original_failure_001_sample_trace,MoMask original,failure,hml_orig100_train_002__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 38, 512]",1.1682887727757754,43.590415954589844,3.9328773021698,13.358766555786133,1.0,1,19456,3,momask_original,hml_orig100_train_002__full::momask_original,True,True,没有绕圈走,a person looking to their right walks in a tight circle while continuing to face the same direction. they look to be slightly off balance,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:06,,True
20260528_182842_momask_original_failure_005_sample_trace,MoMask original,failure,hml_orig100_train_006__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.2285717309149768,52.319679260253906,1.9859166145324707,13.664618492126465,1.0,1,25088,3,momask_original,hml_orig100_train_006__full::momask_original,True,True,左手拿,"a person picks up a cloth/sponge with their right hand, then walks over to an object, lifts it with their left hand and washes/wipes it with the cloth.",simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:11,,True
20260528_182842_momask_original_failure_010_sample_trace,MoMask original,failure,hml_orig100_train_011__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.6007653731945188,47.707454681396484,13.032784461975098,12.403013229370117,1.0,1,25088,3,momask_original,hml_orig100_train_011__full::momask_original,True,True,没有逆时针旋转,someone with outstretched arms spins counterclockwise,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:18,,True
20260528_182842_momask_original_failure_018_sample_trace,MoMask original,failure,hml_orig100_train_019__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.4095714878319052,52.365264892578125,9.246570587158203,12.86408805847168,1.0,1,25088,3,momask_original,hml_orig100_train_019__full::momask_original,True,True,轨迹不是8,"a person quickly sprints in a figure-eight pattern, stopping briefly at each side to carefully turn.",stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:31,,True
20260528_182842_momask_original_failure_028_sample_trace,MoMask original,failure,hml_orig100_train_029__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.117920586726148,47.933982849121094,-1.055795431137085,12.520105361938477,1.0,1,25088,3,momask_original,hml_orig100_train_029__full::momask_original,True,True,坐下错误生成为跪下,a person sits down with both hands on his knees.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:44,,True
20260528_182842_momask_original_failure_032_sample_trace,MoMask original,failure,hml_orig100_train_033__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.033422654027746,42.35514831542969,7.628173351287842,8.75875473022461,1.0,1,25088,3,momask_original,hml_orig100_train_033__full::momask_original,True,True,停滞在保持踢的准备动作,the woman angerily kicked at the ground with her left foot.,jump_kick,,train,human_diagnostic_problem_description,2026-05-28T18:24:53,,True
20260528_182842_momask_original_failure_036_sample_trace,MoMask original,failure,hml_orig100_train_037__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 11, 512]",1.539455159354617,52.33667755126953,10.303680419921875,14.105810165405273,1.0,1,5632,3,momask_original,hml_orig100_train_037__full::momask_original,True,True,右脚踢，且没有wheel-like spin,"a person does a quick wheel-like spin kick with left leg, pivoting on right leg while both arms resume fighting gesture.",jump_kick,,train,human_diagnostic_problem_description,2026-05-26T23:09:38,,True
20260528_182842_momask_original_failure_049_sample_trace,MoMask original,failure,hml_orig100_train_050__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 8, 512]",1.180522014250734,45.119041442871094,0.8838120102882385,13.729085922241211,1.0,1,4096,3,momask_original,hml_orig100_train_050__full::momask_original,True,True,缺少turns to the left,a man turns to the left and reaches up to grab something with his left hands.,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:24:49,,True
20260528_182842_momask_original_failure_052_sample_trace,MoMask original,failure,hml_orig100_train_053__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.1666631709244466,51.69853210449219,-2.0158536434173584,12.956489562988281,1.0,1,25088,3,momask_original,hml_orig100_train_053__full::momask_original,True,True,"a person slowly bentd and touched something with right hand, walking fast and turn and touched something with  left hand",a person slowly walked and touched something with right and left hand,object_interaction,,train,human_diagnostic_problem_description,2026-05-26T23:27:27,,True
20260528_182842_momask_original_failure_063_sample_trace,MoMask original,failure,hml_orig100_train_064__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.5501279901470608,54.7259635925293,12.48112678527832,12.155448913574219,1.0,1,25088,3,momask_original,hml_orig100_train_064__full::momask_original,True,True,手部触底时飘逸,a man does several cart wheels in a small area.,count_duration_speed,,train,human_diagnostic_problem_description,2026-05-26T23:41:54,,True
20260528_182842_momask_original_failure_064_sample_trace,MoMask original,failure,hml_orig100_train_065__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.5159898502825053,53.825218200683594,10.368837356567383,13.520302772521973,1.0,1,25088,3,momask_original,hml_orig100_train_065__full::momask_original,True,True,朝向一直在变,"a man emulates jogging, shuffling around in a couple counterclockwise circles while keeping his body facing forward the whole time.",multi_action_composition,,train,human_diagnostic_problem_description,2026-05-26T23:42:32,,True
20260528_182842_momask_original_failure_067_sample_trace,MoMask original,failure,hml_orig100_train_068__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 48, 512]",0.9780459695349165,39.726463317871094,-1.243655800819397,10.869461059570312,1.0,1,24576,3,momask_original,hml_orig100_train_068__full::momask_original,True,True,一直右脚站立，且左膝盖弯曲异常,a person is standing on his right foot and then his left foot.,multi_action_composition,,train,human_diagnostic_problem_description,2026-05-26T23:44:57,,True
20260528_182842_momask_original_failure_068_sample_trace,MoMask original,failure,hml_orig100_train_069__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.1933728978603546,48.95156478881836,-5.0422821044921875,12.428690910339355,1.0,1,25088,3,momask_original,hml_orig100_train_069__full::momask_original,True,True,a man is standing and  reaches  to the front with his left hand then reaches  to the left with his left hand.,"a man is standing and reaches down to the left with his left hand then to the right with his right hand, and then the left again.",multi_action_composition,,train,human_diagnostic_problem_description,2026-05-26T23:50:27,,True
20260528_182842_momask_original_failure_069_sample_trace,MoMask original,failure,hml_orig100_train_070__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 43, 512]",1.198147900276465,50.51858901977539,-3.397374391555786,13.95184326171875,1.0,1,22016,3,momask_original,hml_orig100_train_070__full::momask_original,True,True,"a person walks forward and bends down, reaching their right arm out before returning to regular.","a person walks forward and steps forward on their right foot, reaching their left arm out before returning to regular.",multi_action_composition,,train,human_diagnostic_problem_description,2026-05-26T23:51:53,,True
20260528_182842_momask_original_failure_072_sample_trace,MoMask original,failure,hml_orig100_train_073__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 14, 512]",1.3684759642088882,51.629844665527344,6.706063270568848,14.41878890991211,1.0,1,7168,3,momask_original,hml_orig100_train_073__full::momask_original,True,True,踢左腿,"a man stands with feet apart left arm stretched and right arm bent, then lunges forward and kicks his right foot into the air.",dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:54:06,,True
20260528_182842_momask_original_failure_077_sample_trace,MoMask original,failure,hml_orig100_train_078__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 41, 512]",1.0500072718635838,47.67308807373047,6.98531436920166,10.478976249694824,1.0,1,20992,3,momask_original,hml_orig100_train_078__full::momask_original,True,True,person dances energetically on screen and throws both arms in the sky repeatedly.,person dances energetically on screen and throws left arm in the sky repeatedly.,dance_exercise,,train,human_diagnostic_problem_description,2026-05-26T23:59:53,,True
20260528_182842_momask_original_failure_081_sample_trace,MoMask original,failure,hml_orig100_test_002__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 9, 512]",1.2984269165809996,48.92229461669922,6.436464309692383,13.490663528442383,1.0,1,4608,3,momask_original,hml_orig100_test_002__full::momask_original,True,True,直线跑，且滑步严重,a person who is poised to run steps to his right with is right foot and dashes to his left.,simple_locomotion,,test,human_diagnostic_problem_description,2026-05-27T00:02:15,,True
20260528_182842_momask_original_failure_082_sample_trace,MoMask original,failure,hml_orig100_test_003__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 24, 512]",1.0442312233787745,43.3067512512207,2.145090341567993,12.182741165161133,1.0,1,12288,3,momask_original,hml_orig100_test_003__full::momask_original,True,True,a person stands normally then begins hops on their left foot while their right foot is elevated then stops and stands normally.,a person stands normally then begins hops on their right foot while their left foot is elevated then stops and stands normally.,direction_turn,,test,human_diagnostic_problem_description,2026-05-27T00:03:14,,True
20260528_182842_momask_original_failure_084_sample_trace,MoMask original,failure,hml_orig100_test_005__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.0441166528485528,43.78166198730469,5.329934120178223,10.454812049865723,1.0,1,25088,3,momask_original,hml_orig100_test_005__full::momask_original,True,True,不是yoga pose,a person stands on one leg in yoga pose.,stop_go,,test,human_diagnostic_problem_description,2026-05-27T00:03:35,,True
20260528_182842_momask_original_failure_092_sample_trace,MoMask original,failure,hml_orig100_test_013__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.4764571146754002,56.82902145385742,-9.129571914672852,13.85708236694336,1.0,1,25088,3,momask_original,hml_orig100_test_013__full::momask_original,True,True,a person lowers the right hand bending down slightly to examine something,"a person lowers the right hand bending down slightly to examine something, then straightens and raises something to his face with the left hand.",object_interaction,,test,human_diagnostic_problem_description,2026-05-27T00:12:54,,True
20260528_182842_momask_original_failure_095_sample_trace,MoMask original,failure,hml_orig100_test_016__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",0.9724981529120693,40.36772918701172,4.3799004554748535,10.014178276062012,1.0,1,25088,3,momask_original,hml_orig100_test_016__full::momask_original,True,True,"a person walks up to shake with their left hand, turns slightly left to shake again, and turns right again to shake for a final time.","a person walks up to shake with their left hand, turns slightly left to shake again, and turns left again to shake for a final time.",count_duration_speed,,test,human_diagnostic_problem_description,2026-05-27T00:16:14,,True
20260528_182842_momask_original_failure_099_sample_trace,MoMask original,failure,hml_orig100_test_020__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",0.9690352327727849,43.40749740600586,0.44785648584365845,10.881977081298828,1.0,1,25088,3,momask_original,hml_orig100_test_020__full::momask_original,True,True,没有holding the posture for several seconds保持姿势不动数秒，在左右弯腰,"a man slowly raises both arms high over his head in a stretch, holding the posture for several seconds, with his right arm stretched out to his side.",dance_exercise,,test,human_diagnostic_problem_description,2026-05-27T00:21:34,,True
20260528_182842_momask_original_success_003_sample_trace,MoMask original,success,hml_orig100_train_004__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 27, 512]",1.0589709078933198,42.198551177978516,2.1679954528808594,12.312241554260254,1.0,0,13824,3,momask_original,hml_orig100_train_004__full::momask_original,True,False,,a person walks and turns right.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:09,,True
20260528_182842_momask_original_success_004_sample_trace,MoMask original,success,hml_orig100_train_005__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 20, 512]",0.9531748274938339,42.860252380371094,3.0301480293273926,11.270109176635742,1.0,0,10240,3,momask_original,hml_orig100_train_005__full::momask_original,True,False,,the person is stepping forward.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:10,,True
20260528_182842_momask_original_success_006_sample_trace,MoMask original,success,hml_orig100_train_007__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 26, 512]",1.1109943479342617,51.217445373535156,2.0186946392059326,13.167281150817871,1.0,0,13312,3,momask_original,hml_orig100_train_007__full::momask_original,True,False,,a person takes a few steps curving to the left.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:13,,True
20260528_182842_momask_original_success_007_sample_trace,MoMask original,success,hml_orig100_train_008__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 48, 512]",1.111244258012717,45.33218765258789,2.269680976867676,12.221358299255371,1.0,0,24576,3,momask_original,hml_orig100_train_008__full::momask_original,True,False,,a man walks forward slowly in a jagged line.,simple_locomotion,,train,human_diagnostic_problem_description,2026-05-28T18:24:14,,True
20260528_182842_momask_original_success_008_sample_trace,MoMask original,success,hml_orig100_train_009__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 29, 512]",1.254469102108268,51.946380615234375,-1.677781581878662,14.293225288391113,1.0,0,14848,3,momask_original,hml_orig100_train_009__full::momask_original,True,False,,"a person steps back, sits down, stands up and steps forward.",direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:16,,True
20260528_182842_momask_original_success_009_sample_trace,MoMask original,success,hml_orig100_train_010__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 15, 512]",1.3720723018267453,54.20572280883789,6.551583766937256,14.351783752441406,1.0,0,7680,3,momask_original,hml_orig100_train_010__full::momask_original,True,False,,a person walks at a left bend.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:17,,True
20260528_182842_momask_original_success_011_sample_trace,MoMask original,success,hml_orig100_train_012__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 36, 512]",0.9982501736427684,49.00627136230469,2.503990888595581,11.992232322692871,1.0,0,18432,3,momask_original,hml_orig100_train_012__full::momask_original,True,False,,a man throws object with his left hand.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:20,,True
20260528_182842_momask_original_success_012_sample_trace,MoMask original,success,hml_orig100_train_013__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 26, 512]",1.1516285123969727,51.322723388671875,0.7913355231285095,13.785648345947266,1.0,0,13312,3,momask_original,hml_orig100_train_013__full::momask_original,True,False,,the man walk and turn like a haf sercle and stops.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:21,,True
20260528_182842_momask_original_success_013_sample_trace,MoMask original,success,hml_orig100_train_014__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 20, 512]",1.2784308040083623,52.863372802734375,3.5862231254577637,15.236316680908203,1.0,0,10240,3,momask_original,hml_orig100_train_014__full::momask_original,True,False,,a person walks and does a 180 degree turn.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:23,,True
20260528_182842_momask_original_success_014_sample_trace,MoMask original,success,hml_orig100_train_015__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.1081334046890385,59.92563247680664,-3.6725127696990967,11.900768280029297,1.0,0,25088,3,momask_original,hml_orig100_train_015__full::momask_original,True,False,,"a person standing in place holds a ball with both hands, then throws the ball with left hand and catches the ball with both hands, then throws the ball and catches the ball again.",direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:25,,True
20260528_182842_momask_original_success_015_sample_trace,MoMask original,success,hml_orig100_train_016__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 35, 512]",1.3301237336763956,58.42179489135742,6.5385589599609375,15.227694511413574,1.0,0,17920,3,momask_original,hml_orig100_train_016__full::momask_original,True,False,,a person walks to the right in a partial circle.,direction_turn,,train,human_diagnostic_problem_description,2026-05-28T18:24:26,,True
20260528_182842_momask_original_success_016_sample_trace,MoMask original,success,hml_orig100_train_017__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.292252400567239,50.564735412597656,-6.397084712982178,13.039203643798828,1.0,0,25088,3,momask_original,hml_orig100_train_017__full::momask_original,True,False,,person standing begins moving arms with hands coming together then apart and then raising arms above head,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:27,,True
20260528_182842_momask_original_success_017_sample_trace,MoMask original,success,hml_orig100_train_018__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 23, 512]",1.481322350336752,47.796852111816406,11.934357643127441,12.64136028289795,1.0,0,11776,3,momask_original,hml_orig100_train_018__full::momask_original,True,False,,a standing person performs a cartwheel starting with their left hand,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:29,,True
20260528_182842_momask_original_success_019_sample_trace,MoMask original,success,hml_orig100_train_020__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",0.768404984859214,30.002330780029297,-4.120912075042725,7.5896735191345215,1.0,0,25088,3,momask_original,hml_orig100_train_020__full::momask_original,True,False,,the man is standing still like a statue.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:32,,True
20260528_182842_momask_original_success_020_sample_trace,MoMask original,success,hml_orig100_train_021__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 15, 512]",0.9126577418705716,50.455101013183594,-0.777115523815155,10.465179443359375,1.0,0,7680,3,momask_original,hml_orig100_train_021__full::momask_original,True,False,,a standing person scratches their head.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:34,,True
20260528_182842_momask_original_success_021_sample_trace,MoMask original,success,hml_orig100_train_022__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 28, 512]",0.8238319635243785,35.90080642700195,1.6060441732406616,9.411470413208008,1.0,0,14336,3,momask_original,hml_orig100_train_022__full::momask_original,True,False,,robot walking forward slowly and then stopped.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:35,,True
20260528_182842_momask_original_success_022_sample_trace,MoMask original,success,hml_orig100_train_023__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 19, 512]",1.1489559827647695,58.5177116394043,1.0616317987442017,13.778801918029785,1.0,0,9728,3,momask_original,hml_orig100_train_023__full::momask_original,True,False,,a person is walking taking big steps across the floor then suddenly stops.,stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:36,,True
20260528_182842_momask_original_success_023_sample_trace,MoMask original,success,hml_orig100_train_024__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.1866487272837491,42.39399337768555,1.0787078142166138,13.29329776763916,1.0,0,25088,3,momask_original,hml_orig100_train_024__full::momask_original,True,False,,"a figure walks in a straight line, turns and sits facing away, then stands and walks away",stop_go,,train,human_diagnostic_problem_description,2026-05-28T18:24:37,,True
20260528_182842_momask_original_success_024_sample_trace,MoMask original,success,hml_orig100_train_025__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.2959608459310898,67.06156921386719,-4.248163223266602,13.932303428649902,1.0,0,25088,3,momask_original,hml_orig100_train_025__full::momask_original,True,False,,"a person picks something up, walks forward, sets it down, walks back and squats down.",sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:39,,True
20260528_182842_momask_original_success_025_sample_trace,MoMask original,success,hml_orig100_train_026__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 38, 512]",1.287020523246866,66.2491683959961,-2.0310754776000977,15.205866813659668,1.0,0,19456,3,momask_original,hml_orig100_train_026__full::momask_original,True,False,,person take a step back then sits down then getting back up and stepping forward.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:40,,True
20260528_182842_momask_original_success_026_sample_trace,MoMask original,success,hml_orig100_train_027__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 44, 512]",1.2205443836608236,58.45841979980469,-5.4921956062316895,13.473344802856445,1.0,0,22528,3,momask_original,hml_orig100_train_027__full::momask_original,True,False,,a person bends and holds their head with their left hand.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:41,,True
20260528_182842_momask_original_success_027_sample_trace,MoMask original,success,hml_orig100_train_028__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",1.203829040513542,54.96977233886719,1.3451248407363892,13.463055610656738,1.0,0,25088,3,momask_original,hml_orig100_train_028__full::momask_original,True,False,,"a persons walks forward, bends down to pick something up, then walks in a circle and sets it back down.",sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:42,,True
20260528_182842_momask_original_success_029_sample_trace,MoMask original,success,hml_orig100_train_030__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 41, 512]",1.2110779156123461,56.74875259399414,3.21842098236084,14.164636611938477,1.0,0,20992,3,momask_original,hml_orig100_train_030__full::momask_original,True,False,,"a man walks over , sits down , then walks back.",sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:45,,True
20260528_182842_momask_original_success_030_sample_trace,MoMask original,success,hml_orig100_train_031__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 23, 512]",1.3659225687389958,63.11614227294922,1.861863136291504,15.92202091217041,1.0,0,11776,3,momask_original,hml_orig100_train_031__full::momask_original,True,False,,a man kneels to the ground one leg at a time starting with the right leg,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:47,,True
20260528_182842_momask_original_success_031_sample_trace,MoMask original,success,hml_orig100_train_032__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 49, 512]",0.8450726361202867,31.91307830810547,-2.0390400886535645,9.276493072509766,1.0,0,25088,3,momask_original,hml_orig100_train_032__full::momask_original,True,False,,a person sitting quickly reaches around them and grabs objects.,sit_squat_posture,,train,human_diagnostic_problem_description,2026-05-28T18:24:48,,True
20260528_182842_momask_original_success_033_sample_trace,MoMask original,success,hml_orig100_train_034__full,token_logits,vocab_logits,mask_iteration,"['batch', 'token_time', 'codebook']","[1, 25, 512]",1.0116624744866711,48.611419677734375,2.2628653049468994,11.948458671569824,1.0,0,12800,3,momask_original,hml_orig100_train_034__full::momask_original,True,False,,a person kicked something with left leg,jump_kick,,train,human_diagnostic_problem_description,2026-05-28T18:24:52,,True
